user_login,cluster,umap_x,umap_y
fernanda654,7,-5.8818703,-10.824694
fernanda_felicio,0,-9.49343,-6.935623
fernandadiamant,10,-1.165575,-6.131858
fernandakienitz,1,-3.582206,-5.9646473
fernandasp,8,-2.2230978,-7.8770537
fernando1167,13,-6.3082247,-0.9365312
fernando361,3,-12.630213,-2.81066
fernando_daros,13,-5.9605436,-0.74337214
fernando_francisca,12,-6.219579,-3.4367232
fernando_h_farache,1,-3.651666,-7.3548574
fernando_leone,8,-2.447668,-7.695402
fernandobarletta,10,-1.2600391,-6.3760414
fernandoccv,3,-12.5694,-2.100077
fernandofioravanti,2,-1.8983766,-3.5974267
fernandogianninidesouza,8,-1.4393771,-7.488547
fernandok,6,0.31683832,-4.89846
fernandosalvio,4,-5.450026,-5.0534825
ffelix,12,-6.1060386,-3.4957843
fhfonseca,5,-4.3415008,-1.527978
filipe_lopes,0,-7.234392,-7.397719
filipe_serrano,10,-2.4321694,-5.653809
filipeprates,4,-5.324424,-4.461389
filipi_soares,2,-2.7966006,-4.323291
firergamer,9,-7.1980114,-5.0574727
fires1,3,-12.32,-3.0966961
flaflva,7,-5.3663263,-10.172911
flaviodrt,7,-6.9522257,-9.026648
flaviojr,1,-4.579156,-8.2672
flora_iost,8,-2.4567313,-8.642622
flukato,10,-2.4616818,-5.70265
folha_a4,13,-6.1396456,-1.1274863
formiga12jennifer,0,-8.955877,-7.0965543
formigoid,3,-13.140225,-2.3936949
foxwayne,8,-3.1485295,-7.8756456
fran_graber,8,-3.326677,-7.751498
franciscoprof,5,-4.577706,-3.7390573
franciscosalvador,2,-1.4534369,-3.6938086
frantribes,0,-7.9411325,-8.036658
frazaomeirelles,10,-1.7512288,-5.696833
fredbed18,7,-5.7837925,-10.621923
fredericosonntag,1,-3.9113567,-5.8996153
fredfomm,0,-7.9937496,-7.866917
fredmachado,4,-5.22956,-4.437399
fredy_alves,0,-7.315245,-7.3377714
frrisabella,5,-3.8863685,-2.6225457
furlaneto,4,-5.508991,-5.026993
fvaldesp_tutor,7,-5.7443924,-10.580258
gabigifer,8,-2.7121449,-8.423932
gabilopes,9,-7.336738,-4.0762224
gabimorenoooo,13,-6.2308116,-1.0606983
gabinastari,1,-4.920928,-6.539623
gabipz,7,-5.715447,-10.907352
gabiuhlendorff,10,-1.4823122,-5.446217
gabriel1934,1,-3.9267573,-6.0303235
gabriel24449,10,-1.2894617,-5.376058
gabriel25655,0,-8.304187,-6.994851
gabriel50000,4,-6.68804,-5.747645
gabriel93228,0,-9.621323,-6.967585
gabriel_dicelli,9,-6.993816,-5.293791
gabriel_giusti,3,-12.816658,-2.660011
gabriel_lins,13,-6.21342,-1.0370045
gabriel_mateus,0,-9.363377,-6.497935
gabriel_valente,0,-8.033281,-7.7519665
gabriela68559,1,-4.862365,-6.534245
gabriela_bernardo,5,-5.0372787,-2.433014
gabriela_lyly,0,-7.395921,-7.362631
gabrielaaquino275,9,-7.78501,-4.769522
gabrielalves99,3,-12.59536,-2.678253
gabrielatiburcio,12,-6.259371,-2.802073
gabrielbcandido,4,-5.3097625,-4.7543383
gabrielflx777,4,-5.6760664,-4.4546733
gabrielgsouza,3,-12.415855,-2.5981255
gabrielhq,3,-12.705712,-2.002054
gabriella261,7,-6.906411,-9.090558
gabriellearaujo,1,-3.6625154,-7.345947
gabrielmarin,3,-12.695228,-2.722798
gabrielolivieri,0,-8.003088,-7.834452
gabrielreginatto,12,-6.2065306,-2.7575672
gabrielsaturno,11,-2.8028004,-1.7023256
gabrielshimizu,5,-3.885075,-2.623232
gabrielsoto,10,-1.4802895,-5.2734895
gabydmiranda,12,-5.7316523,-3.2867732
gabyfachinelli,4,-6.3735476,-5.803358
gabylima,0,-8.1397915,-7.690339
gabzin,7,-4.522806,-9.818474
gafischer,1,-4.5234838,-8.279239
gameofbirds,5,-4.3045583,-1.5187348
garryfletcher,8,-2.9981909,-8.1487055
gawaihyrin,7,-4.882209,-9.370196
gelter,10,-3.4505832,-5.819749
geovannabas,4,-6.4986258,-6.7347827
gerson85,8,-2.076766,-8.076197
gerson_carlos_rocha,0,-7.3852973,-6.734837
gersontaqu,10,-2.9130557,-6.0660863
geterni,3,-12.639991,-2.6589415
gevilla,5,-3.9447896,-3.2438612
ggirardi,8,-2.2592068,-7.4693074
giardino61,4,-5.9505606,-5.8663597
gih,10,-1.4074037,-5.2791934
giiazaki,0,-8.8634,-6.4736238
gilliancm,0,-9.009072,-7.1064477
gilmar_ferreira,4,-6.4510303,-4.9255567
gimattos,8,-2.4920933,-7.2760735
gio,5,-3.93963,-3.230043
gio_torres,3,-12.469729,-2.79928
giordano11,0,-7.960786,-7.9468856
giordano_g,4,-6.743609,-5.965784
giosaltune,9,-8.5718,-4.4497614
giostorm77,7,-4.88073,-9.356161
giovanaramos,7,-5.312723,-10.272827
giovanedias,12,-5.4114685,-3.9688077
giovani21,10,-2.4645333,-6.241711
giovani22,4,-6.770589,-5.7431083
giovanicanossa,7,-5.756227,-10.510897
giovanna108,12,-6.978719,-3.576902
giovanna157,2,-2.7093825,-3.393212
giovanna82968,9,-7.4598627,-4.861934
giovanna_iano,9,-7.379213,-4.7101965
giovannagazarolli,9,-8.076153,-5.494548
giovannagf,1,-4.0199976,-5.708872
giovannapiazza,13,-6.1206264,-0.9323201
girago,1,-4.7254024,-6.46394
gislaineceregatti,12,-6.022805,-3.4588203
giulia_ventura,9,-8.459714,-4.546966
giuliabellinati,12,-5.1075115,-4.134028
giuliakp,8,-1.4398211,-7.4893937
giuliamoon,1,-4.971866,-6.4302998
giulianagbsantos,4,-6.6305075,-5.2467637
gjmerces,10,-1.5286418,-5.2838693
gkirchhoff32,9,-7.612337,-4.4665146
glabis8silva,8,-2.9137962,-8.1726465
glasscat,3,-12.633953,-2.156654
glaucia_gallo,2,-2.175557,-3.7131982
glm_wildlife,7,-6.900877,-9.06746
glsspt,7,-4.8982615,-9.391544
goldskulltulahunter,4,-4.8718667,-5.484403
goncalojfsilva,1,-5.562645,-7.8472395
gorial86,8,-2.5856998,-7.174245
gracianisousa,3,-12.453418,-2.4226081
graziela16,8,-2.7107217,-8.736129
gregor_vieira,11,-2.714797,-1.6474043
greyj,6,0.29103667,-4.858269
grinnin,7,-5.6360426,-10.8806095
grupo4invertebradosint,10,-1.366056,-5.491192
gsal,4,-6.774099,-5.638447
gsbonfa,5,-4.527928,-1.6734608
gsigal,11,-2.958347,-1.5834241
gsonoda,5,-5.002282,-2.4579458
gstroz,4,-5.4652224,-5.3357444
gu455,1,-5.6940074,-7.760533
guarniiiii,10,-1.557914,-5.4322066
gui_rocha,5,-3.7824023,-3.3574758
gui_saad,8,-3.196802,-7.853833
guilherme0811,4,-5.09909,-5.698227
guilherme15574,3,-12.385326,-2.836276
guilherme34348,9,-7.038334,-5.319611
guilherme_anselmo,4,-5.1415896,-5.6923676
guilhermeanjinho,2,-2.9097817,-4.2254367
guilhermeg,5,-3.9381583,-3.1945891
guilhermesantana,0,-7.493653,-7.4984465
guilhermesdasilva,9,-7.1899266,-5.132751
guinsberg,3,-12.426926,-2.794627
guiribeiro,5,-4.0680056,-3.3675258
guiroque,7,-5.941269,-10.702009
gustavo84452,5,-5.139002,-2.519756
gustavo_alexandre,8,-2.3502328,-7.720488
gustavo_barbosa,4,-5.2025676,-4.6083813
gustavo_blatta,4,-6.377551,-5.8821177
gustavo_de_almeida1,9,-7.1020875,-5.123984
gustavo_de_jesus,9,-7.5380015,-4.6618695
gustavo_marino,1,-3.7791188,-7.262216
gustavobolson,12,-5.635656,-3.1837678
gustavocf,4,-5.3825936,-5.05974
gustavocl,13,-5.926917,-0.595975
gustavodias,4,-4.615442,-4.9783597
gustavomoraes1,8,-2.1045165,-8.202876
gyrrlfalcon,13,-5.8883176,-0.6069986
h_marcos,9,-8.630378,-4.462214
h_s_l,4,-6.7156496,-5.5968738
handerson_silva,6,0.25959843,-4.830215
hannahmccomb,2,-1.9422637,-3.5721717
haynara_varela,4,-5.2089853,-5.675001
hayra_macedo,12,-7.206787,-3.3454485
heikomaxbrunken,0,-8.866412,-7.1168776
heitor_fernandes_leme,10,-1.4481887,-5.381434
heitornemitz_bb8,8,-2.5703568,-8.633349
helama_013,3,-12.739396,-2.9346313
helen18733,7,-5.2524414,-10.167566
helena19,8,-2.3168042,-7.4286275
helenapereiradequeiroz,10,-1.7982812,-5.332197
helenasalgado,10,-2.1154919,-4.984728
helevimachado,10,-1.505544,-5.2251763
heliastes21,3,-13.239443,-2.2729053
heloisa_gomes,0,-8.077182,-7.741517
heloisamouro,8,-2.439727,-8.707464
hemidactylus,0,-9.525266,-6.3513207
henan,8,-2.998446,-8.363374
henrique197,7,-5.7434154,-10.760472
henrique_bitencourt,5,-4.930927,-2.6057801
henriqueberdu,2,-3.348657,-4.661374
henriqueboneti,11,-3.0642138,-1.4659302
henriquemoutinho,1,-3.8721943,-7.8457527
henriqueraupp,10,-1.4255562,-6.5470037
henriquerufo,2,-3.4191983,-3.4930766
henry692001,3,-12.078686,-2.7138846
henrycc,4,-4.5858974,-4.9113235
henryuji_02,10,-1.4652388,-5.5534887
herikhelfstein,1,-3.8079896,-5.6136117
hermesoncarreira,0,-7.5784984,-6.910008
heytor,4,-5.2549615,-5.6912236
hf_iwasaki,5,-5.0613523,-2.392778
hfabian,4,-6.4310536,-5.9274545
hiltonoyamaguchi,2,-1.4303036,-3.7135794
hingstz,5,-4.3487344,-3.5868707
hobbit_coisado,10,-2.4569163,-6.2525167
hoss_br,1,-4.0136156,-7.4046655
hrgussoni,0,-8.935299,-7.112303
hugofb87,3,-12.888888,-3.0179777
humberto44,8,-2.8693357,-8.771942
hummingplants,10,-2.4064183,-5.667263
hydrophilus,9,-7.6583695,-4.8861094
iambianca,4,-6.3620133,-4.9105053
ian_solon_ito,12,-7.116069,-3.3146052
icaro_deziderio,6,1.5085752,-3.0862443
ig_carl,2,-2.6973245,-3.3584602
ighorfernandes,4,-4.5852733,-4.9043803
ignacio33,4,-6.330152,-5.887541
igor-n,3,-12.975542,-2.3073256
igormaciel,9,-7.1092277,-5.5696754
igorodi,7,-6.044236,-10.529376
igorvs,9,-7.3725977,-3.96548
igoryuri,8,-2.3974907,-7.723879
ihds,5,-4.6234827,-3.7584317
ilee1112,7,-5.9284186,-10.539115
illene,3,-13.055662,-2.8743994
illyria_,13,-6.2763886,-0.93745595
indzita,5,-3.6901078,-3.1224322
ingridlimadossantos,9,-8.355655,-4.573746
invergp2,2,-2.920704,-4.3339796
ires_juliani_nery,1,-4.573619,-7.964921
iris184,5,-3.8655326,-2.6312227
irvingarruda,9,-8.6462145,-4.450303
iryslima,13,-5.9684873,-0.8611422
isa_fer,10,-1.4042151,-5.2538924
isa_maya,0,-6.557733,-7.5596704
isabela86184,1,-3.5271697,-6.0405726
isabelchiu,11,-1.7048975,-2.3448536
isabella89559,10,-2.4207366,-5.6706576
isabella_schroter,10,-2.4889033,-5.7374334
isabellichayeni,0,-9.623936,-6.955759
isabelly4848484,2,-1.5298916,-3.665399
isabellycristina,3,-12.408428,-2.8684113
isabianchii,10,-1.0939642,-5.9764614
isac4339,4,-6.242949,-5.5304875
isad1ora,8,-2.7003386,-8.630427
isagiongo,10,-1.481324,-6.632168
isapelx,0,-9.490357,-6.5267057
isasanches,4,-6.310901,-5.931502
isisakemi,8,-2.3002708,-8.490513
isiskatherine,13,-6.2446723,-0.93263793
isisrocha,3,-12.635067,-1.9094516
ismaelrocha,0,-8.117581,-7.535052
italofigueiredo,1,-5.0480795,-6.3799562
its_abikenai,8,-2.5332074,-7.3392677
iurirudiger,11,-2.9758067,-1.5186832
ivan90912,1,-4.039077,-5.7486897
ivanmarques,6,1.0541726,-3.2591195
izabellyfuschi,8,-2.6893716,-7.2043114
j_bianchi,2,-2.698257,-3.384192
jacobrigged,9,-7.911392,-4.765072
jadesteves,11,-2.8912861,-2.5586727
jala015,1,-3.6646562,-7.3587694
jalbertokiko,3,-12.762455,-3.2653778
jalexan,7,-4.870045,-9.34727
jan35,5,-4.954861,-2.5123603
janaina14,4,-6.2777424,-6.198013
jandrep,1,-3.8494282,-5.937255
jane_tours,5,-5.021283,-2.4539926
janetfelty,0,-7.9590993,-8.004458
janmar,8,-2.7214875,-8.467606
janoca,8,-1.3801675,-7.304328
jbecky,0,-9.488133,-7.0427403
jcardenette,10,-1.8813177,-5.0680337
jccmaluf,6,1.3712994,-3.1318984
jean147,5,-4.293698,-1.4872487
jeanloprete,4,-5.5463724,-4.505953
jeanmartins,2,-2.707498,-3.3332365
jegoldrryng,3,-13.128413,-2.148229
jennifer2885,3,-12.081889,-2.6706512
jensbokelaar,4,-5.5284877,-4.98779
jessica25050,9,-7.2854447,-3.8387244
jessica_maia1,4,-6.0902357,-5.9375587
jhonatan28,9,-8.636256,-4.4581776
jhuan_guilherme,13,-5.8911257,-1.4912815
jjreyeslondono,12,-5.2757382,-4.021038
jlucasromero,8,-3.0513458,-8.281259
jluvizon,8,-2.7914932,-8.6605
jmgruiz,5,-4.518237,-3.7246385
jmmartins,6,1.4736582,-3.0913298
joa0_vinicius,5,-3.9195747,-2.590242
joalves038,10,-1.8549029,-5.0378523
joan_davis,12,-6.0615835,-3.5725067
joanadiasho,13,-6.172178,-0.98346657
joanalopes,3,-12.43866,-2.5646927
joanmi,2,-2.6308856,-4.3803167
joao1521,7,-4.883337,-9.365524
joao210,11,-1.6696262,-2.2085233
joao2358,4,-5.1677046,-5.6980586
joao_breno,3,-12.473152,-3.089224
joao_luis01,1,-4.9059386,-6.5458913
joao_paulo96245,0,-9.599754,-7.031603
joaoaris,8,-3.1721232,-7.809833
joaomele,3,-12.654968,-2.0215733
joaosvalencar,5,-4.3201942,-1.4955964
jobernardes71,8,-2.912538,-8.755146
jocacampbell,7,-5.6355176,-10.865005
joel_melia,0,-9.467549,-7.116625
joelmaviggiano,12,-7.023686,-3.3666732
johanabeli,6,0.34234557,-4.9353185
johannacostta,11,-2.7234862,-1.6091805
john_uribe,10,-1.8337215,-5.3191724
johnny160,12,-7.245015,-3.3356805
johnnybirder,1,-5.095649,-7.4151826
johnvl,4,-6.553482,-5.908216
joi90,12,-5.699458,-3.0162039
jojoamm,1,-4.168755,-7.687462
jonatas20,1,-3.988345,-5.986956
jooj1,11,-1.6771163,-2.201917
joopedro19,5,-3.9056988,-3.196362
jorgeluiz,10,-3.2131941,-6.2208204
josanias,5,-3.8518627,-2.682075
jose_luis_b,7,-5.58792,-10.996757
josebiochem23,3,-13.137259,-2.1851234
josebonini,6,0.24342188,-4.8399425
josebrunobrigido,3,-12.176694,-2.86746
josev_ge,4,-5.343524,-4.5124335
josh_vandermeulen,9,-7.525574,-4.662161
joshgks,10,-2.4182198,-6.1556215
jpdandretta,8,-2.0863576,-8.352811
jpedrolz,11,-2.757223,-1.6505582
jpsailor,5,-4.513903,-3.794827
jpsrodrigues,3,-12.775684,-2.691343
jspm,8,-2.2114937,-8.477176
juan_lima1,7,-6.04647,-10.41931
juan_pablo96,8,-3.0709066,-8.077391
juanaquino,3,-12.5098715,-2.6848483
jubierast,11,-2.9080513,-2.5479364
juborges,2,-3.3747346,-4.725593
juccauane,9,-7.3276587,-3.89205
judgefudge,7,-5.527246,-10.931084
judygva,5,-4.0775704,-3.228875
juefaria,2,-2.3927953,-3.8895397
jujuba_nom,13,-5.9610596,-0.6458708
julia-ferreira,3,-12.67536,-2.6496248
julia_barret99,3,-13.423574,-2.470574
julia_claram,9,-7.7672143,-4.5395727
julia_d_,10,-1.9352245,-5.22603
julia_gama,9,-8.2833805,-5.566746
julia_tsang,8,-3.4087505,-8.258918
juliabariotto,12,-6.2625213,-2.8093734
juliaelexias,2,-1.8298669,-3.531661
juliajuba,1,-5.646689,-7.9146724
juliamontin,5,-4.4096856,-1.7288369
juliana416,8,-2.4744072,-8.54588
juliana_fvf,13,-6.233845,-1.1222537
juliana_priscila,12,-7.1106205,-3.342537
julianagatti,0,-9.670271,-6.9639874
juliananobile,9,-7.235274,-5.010239
juliananovaes,5,-4.5795417,-3.6739132
julianolimeira,1,-5.594086,-7.8546658
juliavancini,9,-7.282792,-3.8996103
julidd,1,-5.0299716,-7.3074503
julimoura,3,-12.733153,-2.9775581
julio55911,7,-6.918174,-9.150884
juliocsar,1,-4.0498486,-7.3772388
juliofilipino,1,-3.6724157,-7.3318357
julyalopes,5,-3.9953668,-3.2307897
june72459,10,-1.4025491,-5.0930834
juniayoc,5,-4.510385,-3.7325675
junior129,9,-8.090496,-5.44173
jupaschoalin,4,-6.366168,-6.099681
jupit7r,5,-4.3316236,-1.5007849
juwrodri,0,-9.133948,-7.0219545
jv_tamanaha,1,-3.828245,-7.4332256
jvcc,12,-6.2137303,-2.7616029
kafirfugging,0,-8.451121,-7.01047
kaique_ssf,9,-6.8414264,-5.0627937
kakaioc,12,-7.1643133,-3.3274405
kalikalis,0,-8.363579,-7.132477
kallewesterling,5,-3.9234827,-3.1884098
kamboo,1,-3.8962655,-7.2978334
kamileasdfg,7,-5.383425,-10.240487
kapa12,1,-4.6444197,-6.535411
karen37665,13,-6.204012,-1.1349512
karen_kell,10,-1.3358328,-5.4990244
karina702,0,-8.062965,-7.7509065
karmatsering,9,-7.8982077,-4.734297
kasio,10,-1.1535547,-5.8711267
kate_allise,11,-2.8296826,-1.6099942
katharine50975,12,-5.32755,-4.060253
katiarancura,13,-6.01075,-0.8266678
katydidwatcher,2,-2.7192276,-4.298084
kaue48278,7,-6.755349,-9.287031
kaue_morales,10,-1.5150646,-6.622644
kawni,4,-6.8463225,-5.7301774
keks,4,-6.05021,-6.486175
kel_,8,-2.5219507,-7.38335
kellerogabriel2000,4,-5.149391,-4.412035
kelly449,12,-6.073539,-3.4552567
keteriny,7,-5.2688217,-10.109955
ketty20035,0,-8.05262,-7.747689
kevin184,8,-2.9392803,-8.147867
kevin402,8,-2.8093607,-8.539338
kgbr13,4,-6.7126126,-5.691166
kikegrohs,7,-4.5472803,-9.845819
kirill_petrov,12,-6.0405297,-3.6106188
klabarbera,3,-12.678509,-2.7228637
klebervaldo,13,-6.131283,-0.94479495
kmegown,1,-4.1442685,-7.3922772
kneves2114,3,-13.104274,-2.1664464
knjutt,7,-5.949649,-10.639942
krishandwerk,9,-7.276548,-3.73655
kristian0707,7,-5.8666906,-10.715754
kristjansen,4,-6.518821,-6.844227
kryon,5,-4.532086,-3.6895926
kt34,10,-1.5499268,-5.239391
kumarihb,5,-4.3183007,-3.6514456
kuovis,1,-4.3652472,-8.266267
kuromushi,13,-5.999433,-0.7396111
kz_11_f,9,-7.2517595,-3.7367797
l49306,5,-4.3201017,-1.5100588
l_bicalho,7,-5.7711787,-10.743029
lada_dudnikova,10,-2.4590926,-6.099011
laerte,9,-7.513986,-4.7463284
laetirin,7,-4.4955645,-9.966822
lagomuller,0,-7.26587,-7.3111176
lais53939,1,-4.785938,-6.598292
laisdana,5,-4.559632,-3.7965522
laisroliveiira,4,-6.425828,-5.621312
lala80180,10,-2.4540534,-6.1816554
lanacayres,0,-9.380823,-7.2683253
lander1950,5,-5.021096,-2.4414973
lanzbaumann,11,-1.6624336,-2.201987
lara_n_g_t,5,-4.315647,-1.4810328
larasbio,4,-4.565861,-4.8377337
larissa005,4,-5.441958,-4.802708
larissa272,11,-2.6766725,-1.635635
larissa52841,12,-7.1598043,-3.1965964
larissakawabe,12,-6.1517844,-2.853376
larissalobo,3,-12.482496,-2.1492395
larissateixeira,3,-12.253968,-2.683269
laryssa_vilela,10,-3.0750692,-6.1075788
lauattarian,11,-2.6951,-1.6809692
laura3059,3,-12.25171,-2.675311
laurabeat,0,-7.9031677,-7.783014
laurakeene,9,-7.6088133,-4.97264
lauricas_,4,-6.935014,-5.823819
laurin_lukas,10,-2.4386718,-6.122537
lavisk3,3,-12.4650135,-2.6648302
lawkisk,4,-7.0958543,-6.090426
lax1973,10,-1.3429397,-7.1115427
laylayyy,0,-7.378772,-7.296973
laysla2,8,-3.3819616,-8.3720255
lc_three,5,-4.618406,-3.745477
lcdenadai,11,-2.765915,-1.6591805
lcsvoj,1,-4.8188376,-6.785238
leandro18738,9,-7.030005,-3.9821384
leandro220,10,-1.5282589,-4.9385214
leandro999,0,-9.329907,-6.483916
leandrovacchiano,9,-8.645993,-4.448456
leleolv,11,-2.92703,-2.4839823
leletsv,13,-6.214661,-0.9135713
leobizaz,3,-12.87045,-2.8100379
leobreder,4,-5.1792264,-4.3456974
leomorassi,4,-6.0830255,-6.0149965
leonardo343,4,-6.609355,-5.786347
leonardo842,2,-1.8683847,-3.638416
leoromagnoli,9,-7.041676,-5.3257575
leosouto,10,-2.5105636,-5.8008246
lessinger,12,-7.189728,-3.3138921
lethicia_carvalho_leite,9,-8.016357,-5.287883
leticia101,10,-1.6603173,-5.4603777
leticia273,1,-3.4841335,-5.967458
leticia304,9,-7.9385066,-4.8265767
leticia_alvarenga,2,-2.6899817,-3.3909276
leticia_mantelo,11,-1.6597146,-2.2244475
leticiamoura,3,-12.873868,-2.5789554
leticiarautha,2,-1.5283328,-3.6382577
leticiaxtina,9,-7.1279593,-5.461426
levent90,6,1.550521,-3.106144
lidiaganhito,4,-6.5466905,-6.869811
liege_vergili,8,-2.5034158,-8.626902
ligiacollado,0,-6.728826,-7.4856133
lilinha,9,-7.812418,-4.6084976
limaogato,4,-6.422699,-6.7643056
limulos,1,-4.099534,-5.937669
lindamay,1,-5.0764847,-7.425396
lindolfo,3,-12.346245,-2.6388757
lindssen,8,-2.5764937,-7.1957326
linesotto,10,-2.4596605,-6.179833
lisleao,5,-5.1496983,-2.873005
littshadow,9,-7.69119,-4.5132318
livia43564,5,-4.319858,-1.4846761
lizandra5,8,-2.6709132,-6.920467
lluizs,10,-2.4176996,-5.6922674
loganlalonde,13,-6.251687,-1.0909697
lopysz,12,-5.959831,-3.4293916
lordecho,9,-7.263316,-3.7733443
lordleopard,3,-12.810077,-2.9281166
lore866,1,-4.5851855,-8.243192
lorena_silva_fonseca,8,-2.1582394,-8.1063175
louise_schneider,10,-1.5313221,-5.5102415
lrossetto,0,-7.8157897,-7.2655435
lu_camacho,1,-4.617628,-8.246812
luana_gardin_romano,7,-4.8034177,-9.3469925
luanapaola,1,-4.047091,-5.867774
luca25772,12,-5.7621565,-3.271891
lucaasbeckman,1,-3.688816,-7.329024
lucaiaffa,2,-2.643989,-4.425311
lucamfbr,0,-9.523326,-6.4333367
lucaps,0,-7.9524965,-7.72195
lucas1283,10,-2.0117605,-5.27617
lucas1468,7,-6.0787163,-10.45958
lucas29041,12,-6.192008,-3.6031556
lucas406,10,-2.2174284,-5.7556973
lucas418,10,-1.3637493,-6.50694
lucas_bio,12,-5.2200994,-4.269832
lucasaosf,9,-7.7192035,-4.7434926
lucasbernardinelli,5,-5.0435233,-2.3772683
lucasdantasfotgrafo,12,-5.96387,-3.9951859
lucasferrb,1,-5.187205,-7.4586406
lucasforti,3,-12.624258,-2.4582942
lucasjesus05,12,-6.040021,-3.471464
lucaskaminski,9,-8.139119,-5.500703
lucasmazzuccofonzaghi,4,-6.355467,-5.976149
lucasoliribeiro,10,-1.5368923,-5.044381
lucaspenedo,10,-2.4516733,-6.261694
lucaszp,8,-2.3942113,-7.771389
lucca2951,4,-5.5774474,-5.1069508
luccahorta,7,-4.5919704,-9.892622
luccaslongo,0,-9.485328,-6.5826397
luciana6,8,-1.4350272,-7.4863605
luciana_schuetze,9,-7.2981477,-3.7607708
luciana_travassos,8,-1.4869176,-7.538724
lucianachiyo,9,-7.1894956,-4.0687156
lucianatardigaspar,6,1.5249003,-3.079574
lucianeobrito,9,-7.785629,-4.5640535
luciano_bernardes,4,-5.2225366,-4.494718
luciano_oliveira,3,-12.845871,-2.7955725
lucianonunes,1,-4.7993584,-6.5893507
luciasalles,8,-3.2429655,-8.069037
lucie330,4,-6.869333,-5.6373897
lucilly,3,-12.124963,-2.6286266
luciomfdm,3,-13.181141,-2.1892755
luconi,10,-2.4745488,-6.2587857
lucury,8,-2.1357615,-8.495204
lud_msouzaa,9,-7.0831795,-5.311023
luddd,9,-7.261817,-3.781327
lugoqueiroz,2,-3.2998867,-4.736538
lui_fo,5,-4.614768,-3.4457824
luigicaputo,8,-2.9593573,-7.340989
luis76995,9,-7.533791,-4.890492
luis_felipe_barbosa,1,-4.4647512,-7.8543878
luis_felipe_marcelino,7,-5.912244,-10.780997
luis_homosapiens,2,-3.1859934,-3.9039176
luis_rstos,4,-6.270057,-4.8545113
luis_sampaio,8,-3.4313407,-8.009546
luisamunoz92,9,-7.8568993,-4.734621
luisfelipe4,9,-8.032638,-5.4206114
luisrobe59,4,-6.3788333,-6.6687417
luistm,0,-6.6366544,-7.5269547
luisto22,1,-3.6365585,-5.9854846
luiszs03,9,-7.6939087,-4.664529
luiz88,5,-3.8100147,-3.3571815
luiz91,12,-7.216535,-3.4641576
luiz_antonio8,8,-2.7513149,-8.607228
luiz_carlos_da,1,-3.9812915,-5.7274323
luiz_felipe_chacon,7,-5.613601,-10.798561
luiza14650,10,-2.4339406,-5.6910024
luiza_badra,12,-7.15196,-3.7102325
luizaalbuquerquecoelho,6,1.5111421,-3.0697484
luizabrigato,4,-5.459573,-5.1471148
luizaribeiro,8,-2.2602608,-8.445325
luizarossato,3,-12.57797,-2.077761
luizavi,0,-6.680731,-7.449833
luizfernandomatos,10,-3.4560008,-5.553073
luizgabr,12,-7.1985183,-3.2268064
luizgraciato,1,-4.3144016,-5.911023
luizmodesto_fotografia,8,-2.7903283,-7.602349
luizpol,4,-5.990639,-5.692011
luizsilvaphoto,12,-6.330309,-2.8911939
luizvip,3,-13.184968,-2.2382545
lukeberg,9,-7.5372014,-4.8575687
luma_10,0,-9.052504,-7.031893
lurax,5,-4.369553,-1.6234655
lushyo,8,-2.5498846,-8.483994
luukitos_,7,-5.746299,-10.630155
lyja_,0,-9.575864,-7.12571
lynn217,7,-4.9581966,-10.030815
lynnep,8,-2.6784437,-7.177489
lyorozcoj,0,-7.9476943,-7.9271526
lzzah21,2,-2.4066765,-3.460638
macedo_medo,2,-2.7678316,-4.257988
madalena_simoes,3,-12.713127,-2.516109
magnusulseth,7,-5.617971,-10.930798
maguie1,8,-2.3964317,-7.657041
mahathi,9,-7.2605247,-3.7899723
mahcastellini,2,-1.5110612,-3.6795588
maiii,7,-6.866927,-9.095227
mailabeyer,7,-5.661268,-10.842765
mailzaloureno,4,-6.760736,-5.682816
mairacf,10,-1.5316087,-5.405791
mairaluisa,3,-12.140919,-2.9128366
majura,10,-1.8646107,-5.23759
makau,1,-3.4521625,-6.0782137
malacochersus,1,-4.650059,-6.7805476
malinpinsky,3,-12.815279,-2.6261272
malu_valero,1,-3.35098,-6.1701975
malucabelezajm,8,-3.0469089,-8.597233
mananaamadocosta,8,-2.199567,-8.420445
manuchao,11,-3.0605104,-1.4561409
manuella81478,0,-9.611307,-6.7895317
mar272,2,-3.3538117,-4.640864
maramagenta,3,-13.079806,-2.1104345
marathontomay,8,-1.3468298,-7.304209
marcalmatos,5,-4.927613,-3.89328
marcel-vl,10,-1.4438863,-5.27678
marcel_deventer,8,-2.72021,-8.475899
marcela43524,13,-6.0762124,-0.79685336
marcella_rizzi,2,-2.1484904,-3.5417352
marcellamarinovic,8,-3.4059942,-7.9390955
marcelo344,10,-2.8874278,-6.559337
marcelo_bovi,13,-6.2421036,-1.1139034
marceloadacruz,1,-3.6611915,-7.2448134
marcelogsk,9,-7.424799,-4.031876
marcelohenrique,9,-7.4570074,-4.936919
marcelus1,10,-1.569073,-5.5253663
marceu,12,-6.150131,-2.7288828
marciafariapadua,10,-1.673925,-5.484522
marciamauro,2,-1.499423,-4.224093
marcio23297,11,-2.7231934,-1.600663
marcio76249,1,-3.864058,-7.028778
marcio_santos_ferreira,11,-2.8485026,-2.4529347
